dataset_id,table_id
cpool,smooth_mau20190925
cpool,smooth_mau20190926
cpool,smooth_mau20190927
cpool,smooth_mau20190928
cpool,smooth_mau20190929
cpool,smooth_mau20190930
cpool,smooth_mau20191001
cpool,smooth_mau20191002
cpool,smooth_mau20191003
cpool,smooth_mau20191004
cpool,smooth_mau20191005
cpool,smooth_mau20191006
cpool,smooth_mau20191007
cpool,smooth_mau20191008
cpool,smooth_mau20191009
cpool,smooth_mau20191010
cpool,smooth_mau20191011
cpool,smooth_mau20191012
cpool,smooth_mau20191013
cpool,smooth_mau20191014
cpool,smooth_mau20191015
cpool,smooth_mau20191016
cpool,smooth_mau20191017
cpool,smooth_mau20191018
cpool,smooth_mau20191019
cpool,smooth_mau20191020
cpool,smooth_mau20191021
cpool,smooth_mau20191022
cpool,smooth_mau20191023
cpool,smooth_mau20191024
cpool,smooth_mau20191025
cpool,smooth_mau20191026
cpool,smooth_mau20191027
cpool,smooth_mau20191028
cpool,smooth_mau20191029
cpool,smooth_mau20191030
cpool,smooth_mau20191031
cpool,smooth_mau20191101
cpool,smooth_mau20191102
cpool,smooth_mau20191103
cpool,smooth_mau20191104
cpool,smooth_mau20191105
cpool,smooth_mau20191106
cpool,smooth_mau20191107
cpool,smooth_mau20191108
cpool,smooth_mau20191109
cpool,smooth_mau20191110
cpool,smooth_mau20191111
cpool,smooth_mau20191112
cpool,smooth_mau20191113
cpool,smooth_mau20191114
cpool,smooth_mau20191115
cpool,smooth_mau20191116
cpool,smooth_mau20191117
cpool,smooth_mau20191118
cpool,smooth_mau20191119
cpool,smooth_mau20191120
cpool,smooth_mau20191121
cpool,smooth_mau20191122
cpool,smooth_mau20191123
cpool,smooth_mau20191124
cpool,smooth_mau20191125
cpool,smooth_mau20191126
cpool,smooth_mau20191127
cpool,smooth_mau20191128
cpool,smooth_mau20191129
cpool,smooth_mau20191130
cpool,smooth_mau20191201
cpool,smooth_mau20191202
cpool,smooth_mau20191203
cpool,smooth_mau20191204
cpool,smooth_mau20191205
cpool,smooth_mau20191206
cpool,smooth_mau20191207
cpool,smooth_mau20191208
cpool,smooth_mau20191209
cpool,smooth_mau20191210
cpool,smooth_mau20191211
cpool,smooth_mau20191212
cpool,smooth_mau20191213
cpool,smooth_mau20191214
cpool,smooth_mau20191215
cpool,smooth_mau20191216
cpool,smooth_mau20191217
cpool,smooth_mau20191218
cpool,smooth_mau20191219
cpool,smooth_mau20191220
cpool,smooth_mau20191221
cpool,smooth_mau20191222
cpool,smooth_mau20191223
cpool,smooth_mau20191224
cpool,smooth_mau20191225
cpool,smooth_mau20191226
cpool,smooth_mau20191227
cpool,smooth_mau20191228
cpool,smooth_mau20191229
cpool,smooth_mau20191230
cpool,smooth_mau20191231
cpool,smooth_mau20200101
cpool,smooth_mau20200102
cpool,smooth_mau20200103
cpool,smooth_mau20200104
cpool,smooth_mau20200105
cpool,smooth_mau20200106
cpool,smooth_mau20200107
cpool,smooth_mau20200108
cpool,smooth_mau20200109
cpool,smooth_mau20200110
cpool,smooth_mau20200111
cpool,smooth_mau20200112
cpool,smooth_mau20200113
cpool,smooth_mau20200114
cpool,smooth_mau20200115
cpool,smooth_mau20200116
cpool,smooth_mau20200117
cpool,smooth_mau20200118
